,desired_answer,student_answer,label
2911,Find the node then replace it with the leftmost node from its right subtree or the rightmost node from its left subtree,Create a temp Node Set temp values to the Node after head or NULL in the case of only head Node in the list Set head equal to temp Delete temp,1
2912,Find the node then replace it with the leftmost node from its right subtree or the rightmost node from its left subtree,by searching down the tree until you find the node and replacing the link to that node with the greatest child node on the left subtree or the least child node on the right subtree,1
2913,Find the node then replace it with the leftmost node from its right subtree or the rightmost node from its left subtree,Set the nodes to NULL where that it does not point to anything and the use the DELETE opertator to clear space from memory,0
2914,Find the node then replace it with the leftmost node from its right subtree or the rightmost node from its left subtree,You must first traverse the tree to find the appropriate value Then you must make sure that the node is a leaf node If it is then you can delete the pointer to that specific node,1
2915,Find the node then replace it with the leftmost node from its right subtree or the rightmost node from its left subtree,if the node is a leaf it can simply be deallocated or deleted from memory and its parent reference to it changed to NULL If the node has a single child the pointer to it should be made to point to its child before deleting the node Should the node have two children the easiest solution may be to copy the node entire subtree to a new array or tree delete the node and all descendants then add the elements taken from the subtree back into the main tree,1
2916,Find the node then replace it with the leftmost node from its right subtree or the rightmost node from its left subtree,You search the tree for the node using recursion When you find the node you determine whether it is a leaf or a internal node If it is a leaf you just delete it and set the parent pointer to that node to NULL If it is a node you replace the node with either of the children nodes,1
2917,Find the node then replace it with the leftmost node from its right subtree or the rightmost node from its left subtree,to delete the node you would have to link the children nodes that are connected to the node to be deleted to the remaining nodes of the tree in such a way that nodes on the right of the parent node are larger than the parent and nodes on the left of the parent node are smaller,1
2918,Find the node then replace it with the leftmost node from its right subtree or the rightmost node from its left subtree,if it has no children you just delete it if it only has one child just replace the node with whichever child it has if it has both children replace it with one of its children and send the other child down along the other side of the new node,1
2919,Find the node then replace it with the leftmost node from its right subtree or the rightmost node from its left subtree,pointer to the child and delete it has 2 children set the node to the child and delete it the node to th middle will then take its place,1
2920,you replace the node with the largest element of its left subtree or replace it with the smallest element of the right subtree,you replace the node with the largest element of its left subtree or replace it with the smallest element of the right subtree,2
2921,you replace the node with the largest element of its left subtree or replace it with the smallest element of the right subtree,the deletion of a node depends upon if it has children and if it is an AVL binary search tree Assuming it is not an AVL tree and the node being deleted has no children you just set its pointer to null If it has a left child or a right child exclusively that child replaces the deleted node if it has two children the left most child of the right sub tree or right most child of the left subtree will replace it,2
2922,you replace the node with the largest element of its left subtree or replace it with the smallest element of the right subtree,If the node is a leaf just set it is parent pointer to null and delete it if it has a single child set the parent pointer to the child and delete; if it has two children set the node to one of the middle children and remove that child from its previous position as a leaf rightmost child of the left subtree or leftmost child of the right subtree,2
2923,you replace the node with the largest element of its left subtree or replace it with the smallest element of the right subtree,if the node has no children delete it right away otherwise put either the furthest right node on the left side or the furthest left node on the right side in that place and perform a the above on that node to guarantee that it is children get handled properly,2
2924,you replace the node with the largest element of its left subtree or replace it with the smallest element of the right subtree,if the node is a leaf you set it is parent pointer to null if the node is in the tree you must replace the node with one in the tree : either the largest in the left of the tree or the smallest in the right of the tree this can be done recursively if needed,2
2925,Data members attributes and member functions,For us it is usually a set get and displayMessge or other messages that tell you what properties a class has but does not reveal its implementations You could have anything you want in your own class definition,1
2926,Data members attributes and member functions,The attributes of said class Also whether or not it is a subclass Also whether it is public private or protected,1
2927,Data members attributes and member functions,An object and data,1
2928,Data members attributes and member functions,It is specific class name includes only information defined by that class implementation details etc,1
2929,Data members attributes and member functions,the keyword class followed by they class name on the inside you declare public and private declarations of your class,1
2930,Data members attributes and member functions,A class definition typically includes function definitions,1
2931,Data members attributes and member functions,A constructor functions and variables that are accessible to by that class and possibly other classes depending on how they are done,1
2932,Data members attributes and member functions,public section and private section and there must be a semicolon to set the end,1
2933,Data members attributes and member functions,the class name and its public data types such as constructors methods functions,1
2934,Data members attributes and member functions,a constructor and several data members and at least one public data member or method,1
2935,Data members attributes and member functions,class name two curly prenthesis public and private,1
2936,Data members attributes and member functions,A class is an expanded concept of a data structure it holds both the data and the functions being executed,1
2937,Information telling the compiler what data members and member functions belong to the class,Information telling the compiler what data members and member functions belong to the class,2
2938,Information telling the compiler what data members and member functions belong to the class,Since class is user defined the body of the declaration can contain members that can be either data or function declarations and optionally access specifiers Example for specifiers would be public private and protected There is the keyword Class and the Class body is enclosed with brackets,2
2939,Information telling the compiler what data members and member functions belong to the class,Member functions and data members belonging to the class,2
2940,Information telling the compiler what data members and member functions belong to the class,It begins with Class followed by the class name then usually a constructor data members and member functions that delineates the class is included in any class definition,2
2941,Information telling the compiler what data members and member functions belong to the class,class variables function definitions for the class,2
2942,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,Data members are the data components of a particular class A member function are the functioning components of the class,1
2943,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,A field variable is a variable that is declared as a member of a class A local variable is avariable that isdeclared local to a method,1
2944,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,Data members are declared inside the class but outside of any member functions Unlike with local variables each object of the class keeps its own copy of the data members stored in memory,1
2945,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,Data member are variables that represent an attribute in a class definition Local variables declared in a function body cannot be used outside of that function body When a function terminates the values of its local variables are lost,1
2946,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,A data member is part of a C plus plus class or structure that stores data of a certain type A local variable inside a member function is only available inside that function and can be used to derive a desired outcome,1
2947,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,A local variable can only be accessed within the scope of its declaration,1
2948,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,Data members are the atributes of the function and can be used outside the function Local variable can not be used outside the function and the value is lost after the function terminates,1
2949,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,data members are permanent attributes of the class local variables inside a member function are lost when the scope of the member function ends,1
2950,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,data members are declared in a class definition but outside the bodies of a class member function definitions Local variables are declared in a function definition body,1
2951,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,A data member is globally accessible while a local variable is only accessible inside the member function,1
2952,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,A data member is a more general term describing all objects instantiated within a member function Local in local variables refers more to the scope of a variable which may be located in anything from a control structure to a class Local variables whose scope are in a member function are the same as data members of member functions,1
2953,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,A data member exists permanently in that program memory as long as it is run A local variable inside a member function is temporal and only used to operate in the function and exists as long as the function is run,1
2954,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,The local variable is lost once it exits the block of code while the data member is not,1
2955,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,Every member function can access and modify a data member A local variable can only be used from the line of declaration to the next closing before it is lost from memory,1
2956,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,Data members are variables that are declared inside the class definition but outside of the bodies of the class member functions Local variables can only be used within the function declaration,1
2957,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,The data member can be accessed outside of the class whereas the local variable cannot,1
2958,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,a local variable in a member function has to be static a data member can change its value freely,1
2959,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,data members local variables are declared in a function definition s body they Cannot be used outside of that function body When a function terminates the values of its local variables are lost,1
2960,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,local variable is only available in the function,1
2961,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,local variables are accessed inside member functions only while data members can be accessed throughout the class,1
2962,Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,a Data member is encapsulated within a class or object it is static and can be shared by all instances of that class however local variable are only used from the function or block in which it is declared and not the whole class other wise they would be called global variables,1
2963,A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,2
2964,A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,A variable inside a member function can only be accessed inside that member and a data member can be accessed throughought the program,2
2965,A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,local variables can only be used within the function where as data members can be set to public access and can be used throughout,2
2966,A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,data member is accessible to all functions in the class where local variable is only available to the member function and value is lost when function closes,2
2967,A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,Local variables cannot be used outside of that function body When a function terminates the values of its local variables are lost Where as data members are variables in a class definition and they exist throughout the life of the object,2
2968,A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,a local variable is only useable within the function it is defined whereas a data member is available to any method within its class,2
2969,A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,Variable declared in a function defination body cannot be used outside of that function Data members accessible only to member function of that class,2
2970,A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,A data member is accessible anywhere in the class while i local variable in a member function is only accessible in that particular function and is freed after the function exits,2
2971,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor initializes an object or objects of a class A function of a class performs a task such as display a line of text or do some kind of mathematical operations,1
2972,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,all constructors are functions but not all functions are constructors Also functions can have nearly infinite purposes while constructors always create an instance of whichever class you are using You can change how a constructor does something but not what it does With functions you can change not only the how but also the what,1
2973,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor typically used to intialize data members and allocate resources for instance memory files etc Also a constructor cannot return values Functions are operations that maybe globally defined,1
2974,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,Constructors cannot return values so they cannot specify a return type Normally constructors are declared public,1
2975,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor is a method that starts new instances of a class Example : Employee employee 1 parameters starts a new instance of object of type Employee A function is simply a module within a program that completes its single desired task,1
2976,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor is called whenever a new object of that class is made,1
2977,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor does not return any date and has no return type Functions can return date or not return data can have a return type,1
2978,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor is automatically called whenever an instance of a class is created a function must be explicitly called by the user,1
2979,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,constructors cannot return values so they cannot specify a return type like functions can,1
2980,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor is a function used to initialize an object data when it is created,1
2981,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,a constructor initialises everything so that nothing is left empty or with random varioubles and a function modifies those variables with data,1
2982,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor initialized values at the execution of its instantiation It provides default values,1
2983,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor sets up the default values of variables when an object is instantiated whereas a function allows interaction with that object,1
2984,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor is used to create an object that can be employed in the main function of a program This may or may not execute code along with it A function is a set of code that executes when called but does not create a new object,1
2985,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,a constructor initializes data members but the functions actually perform tasks Constructors cant return values either,1
2986,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,a constructor does not need a type and it is used to initialize the variables,1
2987,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,Constructors do not have a return type,1
2988,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor initializes values and a function usual performs some sort of operation,1
2989,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor is used to create an instance of a class and has the same name as that class A function cannot have the same name as a class and computes data,1
2990,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,a constructor is a function that initializes a class instance a function performs whatever task it is written for,1
2991,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor cannot return values not even void but function get a return value,1
2992,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor initializes an object A function is part of an object,1
2993,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,constructors initialize the data that is then used in the calculations of a function,1
2994,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,a constructor is called when the class is created a function can be called any time,1
2995,A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,constructor is a special block of statements called when an object is created either when it is declared statically or constructed on the stack However a function is a portion of code within a larger program which performs a specific task and independent to the rest of the code,1
2996,Unlike regular functions constructors are only used to initialize an object s data when it is created Constructors must also be given the same name as the class and cannot return any values,Unlike regular functions constructors are only used to initialize an object s data when it is created Constructors must also be given the same name as the class and cannot return any values,2
2997,Unlike regular functions constructors are only used to initialize an object s data when it is created Constructors must also be given the same name as the class and cannot return any values,A constructor is a function used to initialize an object data when it is created It is call is made implicitly when the object is created and must be defined with the same name as the class Constructor also cannot return a value like a function can,2
2998,Unlike regular functions constructors are only used to initialize an object s data when it is created Constructors must also be given the same name as the class and cannot return any values,a constructor cannot return values its not even void it is used to initialize an object data when it is created whereas a function is created to do a specific task and it can return values,2
2999,If no constructor is provided the compiler provides one by default If a constructor is defined for a class the compiler does not create a default constructor,When no parameters are set is when a default constructor is used,1
3000,If no constructor is provided the compiler provides one by default If a constructor is defined for a class the compiler does not create a default constructor,When there are no arguments passed,0
3001,If no constructor is provided the compiler provides one by default If a constructor is defined for a class the compiler does not create a default constructor,Before the main function of the code,0
3002,The compiler creates a default constructor when we do not define one in our class file,When the class does not explicitly include a constructor,2
3003,The compiler creates a default constructor when we do not define one in our class file,When a class does not explicitly include a constructor,2
3004,The compiler creates a default constructor when we do not define one in our class file,In any class that does not explicitly include a constructor,2
3005,The compiler creates a default constructor when we do not define one in our class file,C plus plus will create a default constructor when no other constructor is present,2
3006,The compiler creates a default constructor when we do not define one in our class file,When no constructor was specified in the constructor class but the class is instantiated in a program,2
3007,The compiler creates a default constructor when we do not define one in our class file,When no constructor exists when one is needed a parameterless default constructor is declared,2
3008,The compiler creates a default constructor when we do not define one in our class file,The Compiler creates this automatically for you unless you specifically create one,2
3009,The compiler creates a default constructor when we do not define one in our class file,when no user defined constructor exists,2
3010,The compiler creates a default constructor when we do not define one in our class file,If a class does not explicitly include a constructor the compiler creates one,2
3011,The compiler creates a default constructor when we do not define one in our class file,When you do not provide your own constructor,2
3012,The compiler creates a default constructor when we do not define one in our class file,C plus plus creates a default constructor during compilation if one is not provided,2
3013,The compiler creates a default constructor when we do not define one in our class file,The compiler will provide one when class does not explictly include a consructor,2
3014,The compiler creates a default constructor when we do not define one in our class file,When one is not explicitly stated,2
3015,The compiler creates a default constructor when we do not define one in our class file,When you dont specify any constructors,2
3016,The compiler creates a default constructor when we do not define one in our class file,at the very beginning when you run a complier matter a fact in C plus plus it generates its own default constructor for the class provided if no other constructors have been provided by user,2
3017,Unlimited number,Just one per class,0
3018,Unlimited number,It depends what type of class is being defined Typically you would have a constructor call for each object,0
3019,Unlimited number,It depends on the number of objects Each object should have a constructor,1
3020,As many as you want so long as they have different parameters,As many as you want so long as they have different parameters,2
3021,As many as you want so long as they have different parameters,There is no limit to the number of constructors in a class because like functions constructors can be overloaded,2
3022,As many as you want so long as they have different parameters,In C plus plus the constructor can be overloaded in that there can be more than one constructor for a class each having different parameters,2
3023,As many as you want so long as they have different parameters,by default just one but they may be overloaded to create as many constructors as necessary,2
3024,As many as you want so long as they have different parameters,As many as you want with different parameters,2
3025,As many as you want so long as they have different parameters,As many as are needed depending on how many variables one wishes to directly modify or leave as default when instantiating an object,2
3026,As many as you want so long as they have different parameters,A very large amount of constructors can be created for any given class through overloading When two constructors with a different type or number of parameters are created they are said to be overloaded and C plus plus can recognize which constructor to use based on the type of the variables that are passed or returned,2
3027,As many as you want so long as they have different parameters,Theoretically unlimited as long as they are defined by the programmer,2
3028,As many as you want so long as they have different parameters,As many as needed,2
3029,As many as you want so long as they have different parameters,as many as wanted or needed,2
3030,As many as you want so long as they have different parameters,There can be infinite constructors as long as the signature is different,2
3031,As many as you want so long as they have different parameters,As many as the programmer wants to create,2
3032,As many as you want so long as they have different parameters,as many as you want as long as they each have a unique argument list,2
3033,As many as you want so long as they have different parameters,as many as the user decides to use,2
3034,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,A function definition does not require any additional information that needs to be passed inside its parenthesis to execute While a definition prototype requires more than one parameters to be passed in order to complete its task,1
3035,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,The FUNCTION PROTOTYPE is where the programmer declares that he or she is using a function other than main This is like declaring a variable the programmer knows that he or she will be using in the future but has yet to say where they are going to use it or how This is answers the question who it gives the function a name and character The function prototype by common practice is placed at the beginning of the program after the includes and before main The FUNCTION DEFINITION is the guts of the function This is where the programmer decides what the function is going to do and tells it how to do it It takes whatever information it is given and performs the operations It works sort of like the brain the brain takes in input and based upon that input performs in some way producing an output The function defintion is placed outside of main and any other functions A function is its own entity and should be thought of as such,1
3036,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,Function prototype is a declaration Function definitions with multiple parameters often require more than one piece of information to perform their tasks,1
3037,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,A prototype shows only return types and necessary parameters The definition includes names for those parameters and defines what the object is actually capable of doing,1
3038,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,prototype only tells the user what data types go into a function and what type is returned,1
3039,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,Function prototype is located in the h file and only contains the access function name and paramater type Function definition contains the code for the function to perform its activity,1
3040,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,a function prototype is used to reference the compiler to a function that will be defined later on a function definition is the actual function itself complete with return type parameters etc,1
3041,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,A function prototype describes a class public interface without revealing the class member function implementations,1
3042,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,Function definitions are just that the definition The prototype is what the compiler uses to check that calls to function are correct,1
3043,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,a prototype does not include any actual code where the function has all the code that is executed in the program,1
3044,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,A function prototype is just a declaration of the function existing and cant be used as an actual function A function has to be created with a definition within to tell the compiler what the function does,1
3045,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,the Prototype creates a framework to call the function definition While a function definition is where the function is actually programmed out and created into a final product,1
3046,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,A function prototype describes the class public interface without providing how the function works A function definition contains the inner workings of the function,1
3047,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,prototype states all functions in that class before compilation where the definition actually holds the source for the functions,1
3048,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,A function prototype just specifies parameters A function definition includes parameters and a code body,1
3049,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,Function prototypes describe the class public interface,1
3050,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,A prototype only declares name return type and input type A definition also defines the scope variables process and return function,1
3051,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,a function prototype simply declares the functions parameters the function definition includes any necessary variables and the function actual code,1
3052,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,A functgion prototype is a declaration of a function while function definition specifies what a function does,1
3053,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,A function definition contains all the code for a function to work A function prototype just shows the output input and function name,1
3054,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,function prototype describe the class public interface without revealing the class member function implementations function definitions show what implementations are being done,1
3055,A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,function prototype describes a classes interface without reviling whatever is inside as for the function definition cannot do that,1
3056,A function prototype tells the compiler the function name return type and the number and type of parameters without revealing the implementations contained in the function definition,A function prototype tells the compiler the function name return type and the number and type of parameters without revealing the implementations contained in the function definition,2
3057,A function prototype tells the compiler the function name return type and the number and type of parameters without revealing the implementations contained in the function definition,A function prototype is a declaration of a function that tells the compiler the function name its return type and the types of its parameters,2
3058,A function prototype tells the compiler the function name return type and the number and type of parameters without revealing the implementations contained in the function definition,A function prototype lays out the name return type and the number and types of parameters the function expects to receive in a certain order The details for function prototypes are in the function definition,2
3059,A function prototype tells the compiler the function name return type and the number and type of parameters without revealing the implementations contained in the function definition,A function definition is the code that defines the function placed in the brackets that determines that function operation A function prototype shows the function public interface without exposing implementation It shows name return type and type of paramaters,2
3060,A function prototype tells the compiler the function name return type and the number and type of parameters without revealing the implementations contained in the function definition,Function prototypes tell the compiler the function names its return type and the types of its parameters where as function definitions actually implement the member functions,2
3061,A function prototype tells the compiler the function name return type and the number and type of parameters without revealing the implementations contained in the function definition,in a function prototype you include the return type the name of the function and its parameters if any are needed in a function definition you write the code of what the function will do,2
3062,A function prototype tells the compiler the function name return type and the number and type of parameters without revealing the implementations contained in the function definition,A function prototype only names the function its return type and it is argument list while a definition defines the above as well as what the function actually does,2
3063,To store a class interface including data members and member function prototypes,The main role of header file is it is used to share information among various files,1
3064,To store a class interface including data members and member function prototypes,Header files separate files in which classes are defined and allow the compiler to recognize classes when used elsewhere,1
3065,To store a class interface including data members and member function prototypes,A header file consists of reusable source code such as a class in a file that by convention has a h filename extension This differs from cpp files that contain source code,1
